drug_ingredient,has_inn,brand,company,indication,flags,source_regions,latest_date,gap_code,gap_label,foreign_stages_json,taiwan_stages_json,gap_json,news_json,articles_json
Pertuzumab,True,,,Treatment of breast cancer in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Pertuzumab+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Pertuzumab"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Pertuzumab"", ""summary"": ""Treatment of breast cancer in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006844""}}]"
Pimicotinib,True,,,Treatment of tenosynovial giant cell tumour in adults and adolescents from 12 years of age,孤兒藥 / PRIME,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Pimicotinib+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥 / PRIME"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥 / PRIME""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Pimicotinib"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Pimicotinib"", ""summary"": ""Treatment of tenosynovial giant cell tumour in adults and adolescents from 12 years of age"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": true, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006383""}}]"
Ponatinib,True,,,Treatment of chronic myeloid leukaemia (CML) or Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Ponatinib+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Ponatinib"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Ponatinib"", ""summary"": ""Treatment of chronic myeloid leukaemia (CML) or Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006894""}}]"
Povorcitinib,True,,,Treatment of active moderate to severe hidradenitis suppurativa (acne inversa) in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Povorcitinib+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Povorcitinib"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Povorcitinib"", ""summary"": ""Treatment of active moderate to severe hidradenitis suppurativa (acne inversa) in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006727""}}]"
Rabies vaccine for human use prepared in cell cultures,True,,,Pre-exposure and post-exposure prophylaxis against rabies in all age groups,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Rabies%20vaccine%20for%20human%20use%20prepared%20in%20cell%20cultures+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Rabies%20vaccine%20for%20human%20use%20prepared%20in%20cell%20cultures"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Rabies vaccine for human use prepared in cell cultures"", ""summary"": ""Pre-exposure and post-exposure prophylaxis against rabies in all age groups"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006602""}}]"
Regadenoson,True,,,Pharmacological stress agent for myocardial perfusion imaging (MPI) and measurement of fractional flow reserve (FFR) in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Regadenoson+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Regadenoson"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Regadenoson"", ""summary"": ""Pharmacological stress agent for myocardial perfusion imaging (MPI) and measurement of fractional flow reserve (FFR) in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006848""}}]"
Rezvilutamide,True,,,Treatment of high-volume metastatic hormone-sensitive prostate cancer (mHSPC) in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Rezvilutamide+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Rezvilutamide"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Rezvilutamide"", ""summary"": ""Treatment of high-volume metastatic hormone-sensitive prostate cancer (mHSPC) in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006852""}}]"
Ruxolitinib,True,,,"Treatment of myelofibrosis (MF) in adults, treatment of polycythaemia vera (PV) in adults and treatment of Graft versus host disease (GvHD) in adults and children",,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Ruxolitinib+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Ruxolitinib"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Ruxolitinib"", ""summary"": ""Treatment of myelofibrosis (MF) in adults, treatment of polycythaemia vera (PV) in adults and treatment of Graft versus host disease (GvHD) in adults and children"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006791""}}]"
Semaglutide,True,,,Treatment of type 2 diabetes in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Semaglutide+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Semaglutide"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Semaglutide"", ""summary"": ""Treatment of type 2 diabetes in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006847""}}]"
Senaparib,True,,,"Maintenance treatment of advanced epithelial high-grade ovarian, fallopian tube or primary peritoneal cancer",,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Senaparib+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Senaparib"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Senaparib"", ""summary"": ""Maintenance treatment of advanced epithelial high-grade ovarian, fallopian tube or primary peritoneal cancer"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006708""}}]"
